회사명,종목코드,티커,시장구분,업종,주요제품,상장일,결산월,대표자,홈페이지,주소지,alias
현대에이치티,39010,039010.KQ,KOSDAQ,통신 및 방송 장비 제조업,스마트홈 제조,2000-07-20,12월,이건구,http://www.hyundaiht.co.kr,서울특별시,현대에이치티
현대엘리베이터,17800,017800.KS,KOSPI,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",1996-07-03,12월,조재천,http://www.hyundaielevator.co.kr,충청북도,현대엘리베이터
현대오토에버,307950,307950.KS,KOSPI,소프트웨어 개발 및 공급업,"전산실운영, 시스템구축, 전산장비 납품, SOC/건축 사업",2019-03-28,12월,김윤구,http://www.hyundai-autoever.com,서울특별시,현대오토에버
현대위아,11210,011210.KS,KOSPI,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,정재욱,http://www.hyundai-wia.com,경상남도,현대위아
현대이지웰,90850,090850.KQ,KOSDAQ,소프트웨어 개발 및 공급업,선택적복리후생서비스,2013-12-27,12월,박종선,http://www.hyundaiezwel.com,서울특별시,현대이지웰
현대자동차,5380,005380.KS,KOSPI,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",1974-06-28,12월,"정의선, 이동석, 무뇨스 바르셀로 호세 안토니오(각자 대표이사)",http://www.hyundai.com,서울특별시,현대자동차
현대제철,4020,004020.KS,KOSPI,1차 철강 제조업,"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매",1987-05-23,12월,서강현,http://www.hyundai-steel.com,인천광역시,현대제철
현대지에프홀딩스,5440,005440.KS,KOSPI,기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,"정지선, 장호진 (각자 대표이사)",https://www.hyundaigfholdings.co.kr,서울특별시,현대지에프홀딩스
현대차증권,1500,001500.KS,KOSPI,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,배형근,http://hmsec.com,서울특별시,현대차증권
현대코퍼레이션,11760,011760.KS,KOSPI,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발",1977-12-01,12월,"정몽혁, 김원갑, 장안석(각자대표이사)",http://www.hyundaicorp.co.kr,서울특별시,현대코퍼레이션
현대코퍼레이션홀딩스,227840,227840.KS,KOSPI,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",2015-10-23,12월,"정몽혁, 김원갑, 권철호",http://www.hyundaicorpholdings.com,서울특별시,현대코퍼레이션홀딩스
현대퓨처넷,126560,126560.KS,KOSPI,전기 통신업,"디지털 사이니지, 기업 메시징 등",2010-12-23,12월,김성일,http://www.hyundaifuturenet.com,서울특별시,현대퓨처넷
현대해상,1450,001450.KS,KOSPI,보험업,손해보험(자동차보험),1989-08-25,12월,이석현,http://www.hi.co.kr,서울특별시,현대해상
현대홈쇼핑,57050,057050.KS,KOSPI,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,2010-09-13,12월,"정교선, 한광영(각자 대표이사)",http://www.hmall.com,서울특별시,현대홈쇼핑
현대힘스,460930,460930.KQ,KOSDAQ,선박 및 보트 건조업,"선박기자재 (선박 블록, 보강재, 도장 등)",2024-01-26,12월,최지용,http://www.hyms.kr,울산광역시,현대힘스
현대ADM,187660,187660.KQ,KOSDAQ,자연과학 및 공학 연구개발업,임상 CRO 서비스,2021-06-03,12월,"김택성, 김광희(공동 대표이사)",http://hdadmbio.com,서울특별시,"현대adm, 현대ADM"
현우산업,92300,092300.KQ,KOSDAQ,전자부품 제조업,인쇄회로판(PCB),2007-10-24,12월,"문병선, 문인식 (각자대표)",http://www.hyunwoopcb.com,인천광역시,현우산업
협진,138360,138360.KQ,KOSDAQ,특수 목적용 기계 제조업,기계제조,2013-11-08,12월,김종서,http://www.hjfm.co.kr,경기도,협진
형지글로벌,308100,308100.KQ,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,2019-06-10,12월,최준호,http://www.castelbajac.com,인천광역시,형지글로벌
형지엘리트,93240,093240.KS,KOSPI,봉제의복 제조업,"학생복,스포츠의류,작업복 제조,도매",2009-09-28,06월,최준호,http://www.hyungji-elite.com,인천광역시,형지엘리트
형지I&C,11080,011080.KQ,KOSDAQ,봉제의복 제조업,"의복, 악세사리",2004-07-02,12월,최혜원,http://www.hyungjiinc.com,인천광역시,"형지i&c, 형지I&C"
혜인,3010,003010.KS,KOSPI,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고",1988-09-20,12월,원경희,http://www.haein.com,서울특별시,혜인
호전실업,111110,111110.KS,KOSPI,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,박용철 박진호,http://www.hojeon.com,서울특별시,호전실업
호텔신라,8770,008770.KS,KOSPI,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업",1991-03-12,12월,이부진,http://www.hotelshilla.net,서울특별시,호텔신라
홈센타홀딩스,60560,060560.KQ,KOSDAQ,기타 전문 도매업,"건축자재,레미콘",2002-07-11,12월,박 병 윤,http://www.home-center.co.kr,대구광역시,홈센타홀딩스
홈캐스트,64240,064240.KQ,KOSDAQ,기타 전문 도매업,디지털 셋톱박스,2003-06-11,12월,권영철,http://www.homecast.net,서울특별시,홈캐스트
화성밸브,39610,039610.KQ,KOSDAQ,일반 목적용 기계 제조업,"가스밸브, 매몰용접용 볼밸브, 온수분배기",2000-03-16,12월,"장원규, 장성필(각자대표)",http://www.hsvalve.co.kr,대구광역시,화성밸브
화승알앤에이,378850,378850.KS,KOSPI,자동차 신품 부품 제조업,자동차용 고무제품,2021-03-15,12월,김형진,http://www.hsrna.com,경상남도,화승알앤에이
화승엔터프라이즈,241590,241590.KS,KOSPI,신발 및 신발 부분품 제조업,,2016-10-04,12월,이계영,http://www.hsenterprise.co.kr,부산광역시,화승엔터프라이즈
화승인더스트리,6060,006060.KS,KOSPI,플라스틱제품 제조업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대",1991-02-04,12월,대표이사 현석호,http://www.hsi.co.kr,부산광역시,화승인더스트리
화승코퍼레이션,13520,013520.KS,KOSPI,자동차 신품 부품 제조업,"산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매",1991-02-22,12월,"허성룡,현지호",http://www.hscorp.com,부산광역시,화승코퍼레이션
화신,10690,010690.KS,KOSPI,자동차 신품 부품 제조업,"자동차엔진부품(ARM류,C/MBR류),자동차부품 제조",1994-01-14,12월,"정서진, 장의호",http://www.hwashin.co.kr,경상북도,화신
화신정공,126640,126640.KQ,KOSDAQ,자동차 신품 부품 제조업,자동차부품,2010-08-31,12월,정 서 진,http://hsp.hwashin.co.kr,경상북도,화신정공
화인베스틸,133820,133820.KS,KOSPI,1차 철강 제조업,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)",2014-07-22,12월,장재훈,http://www.finebesteel.com,경상남도,화인베스틸
화인써키트,127980,127980.KQ,KOSDAQ,전자부품 제조업,인쇄회로기판(PCB),2023-02-17,12월,유수권,http://finecircuit.co.kr,인천광역시,화인써키트
화일약품,61250,061250.KQ,KOSDAQ,의약품 제조업,의약품 원료,2002-04-18,12월,"조경숙, 서생규(각자대표)",http://www.hwail.com,경기도,화일약품
화천기계,10660,010660.KS,KOSPI,특수 목적용 기계 제조업,"선반,밀링,연삭기,CNC선반,CNC밀링,머시닝센타 제조,판매/자동차부품(실린더블럭) 제조",1988-12-12,12월,"권형석, 권형운 (공동대표이사)",http://www.hwacheon.co.kr,서울특별시,화천기계
화천기공,850,000850.KS,KOSPI,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",1999-11-18,12월,"권형석, 권형도(공동대표이사)",http://www.hwacheon.com,광주광역시,화천기공
환인제약,16580,016580.KS,KOSPI,의약품 제조업,"의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03,12월,"이광식, 이원범(각자 대표이사)",http://www.whanin.co.kr,서울특별시,환인제약
황금에스티,32560,032560.KS,KOSPI,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,김종현,http://www.hwangkum.com,경기도,황금에스티
효성,4800,004800.KS,KOSPI,기타 금융업,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",1973-06-30,12월,"조현준, 황윤언",http://www.hyosung.com,서울특별시,효성
효성 ITX,94280,094280.KS,KOSPI,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매",2007-10-25,12월,"남경환, 홍혜진(각자대표이사)",http://www.hyosungitx.com,서울특별시,"효성 itx, 효성 ITX"
효성오앤비,97870,097870.KQ,KOSDAQ,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료",2008-04-08,06월,"박태헌,김방식,박문현",http://www.hsonb.com,충청남도,효성오앤비
효성중공업,298040,298040.KS,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-,2018-07-13,12월,우태희,http://www.hyosungheavyindustries.com,서울특별시,효성중공업
효성티앤씨,298020,298020.KS,KOSPI,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",2018-07-13,12월,김치형,http://www.hyosungtnc.com,서울특별시,효성티앤씨
효성화학,298000,298000.KS,KOSPI,기초 화학물질 제조업,-,2018-07-13,12월,이건종,http://www.hyosungchemical.com,서울특별시,효성화학
후성,93370,093370.KS,KOSPI,기초 화학물질 제조업,"불소화물 제조,도매",2006-12-22,12월,김용민,http://www.foosungchem.com,경기도,후성
휠라홀딩스,81660,081660.KS,KOSPI,생활용품 도매업,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",2010-09-28,12월,윤근창,http://www.filaholdings.com/kr/main/index.asp,서울특별시,휠라홀딩스
휴네시온,290270,290270.KQ,KOSDAQ,소프트웨어 개발 및 공급업,망간자료전송(i-oneNet),2018-08-02,12월,정동섭,http://www.hunesion.com,서울특별시,휴네시온
휴니드테크놀러지스,5870,005870.KS,KOSPI,통신 및 방송 장비 제조업,"무선통신기기,군납용무전기,위성방송수신기 제조",1991-09-03,12월,김유진,http://www.huneed.com,인천광역시,휴니드테크놀러지스
휴럼,353190,353190.KQ,KOSDAQ,기타 식품 제조업,금융지원 서비스,2020-06-17,12월,김진석,http://hurumcorp.com,서울특별시,휴럼
휴림로봇,90710,090710.KQ,KOSDAQ,특수 목적용 기계 제조업,제조업용로봇및서비스로봇,2006-12-05,12월,김봉관,http://www.dstrobot.com,충청남도,휴림로봇
휴림에이텍,78590,078590.KQ,KOSDAQ,자동차 신품 부품 제조업,자동차내장카페트,2005-10-27,12월,설정호,http://www.hyulimatech.co.kr,경상남도,휴림에이텍
휴마시스,205470,205470.KQ,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,체외진단키트,2014-12-01,12월,김성곤,http://www.humasis.com,경기도,휴마시스
휴맥스,115160,115160.KQ,KOSDAQ,영상 및 음향기기 제조업,셋톱박스,2009-11-16,12월,정성민,http://kr.humaxdigital.com,경기도,휴맥스
휴맥스홀딩스,28080,028080.KQ,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","지주사업, IT서비스사업",1997-04-16,12월,변대규,http://holdings.humaxdigital.com,경기도,휴맥스홀딩스
휴먼테크놀로지,175140,175140.KQ,KOSDAQ,통신 및 방송 장비 제조업,"웨어러블 디바이스, 모바일 라우터",2015-09-23,12월,김종수,http://www.infomark.co.kr,경기도,휴먼테크놀로지
휴메딕스,200670,200670.KQ,KOSDAQ,의약품 제조업,"히알루론산 관절염치료제, 히알루론산 더말필러",2014-12-26,12월,강민종,http://www.humedix.com,경기도,휴메딕스
휴비스,79980,079980.KS,KOSPI,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매",2012-02-23,12월,김석현,http://www.huvis.com,서울특별시,휴비스
휴비츠,65510,065510.KQ,KOSDAQ,의료용 기기 제조업,"자동검안기, 자동렌즈미터",2003-10-31,12월,김현수,http://www.huvitz.com,경기도,휴비츠
휴센텍,215090,215090.KQ,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",■ 회로카드조립체(프로세서보드용),2015-04-28,12월,이병경,http://www.hucentech.com,경기도,휴센텍
휴스틸,5010,005010.KS,KOSPI,1차 철강 제조업,"강관(배관용,구조용,유정용) 제조,도매",1973-06-29,12월,"박훈, 윤형원(각자 대표이사)",http://www.husteel.com,서울특별시,휴스틸
휴엠앤씨,263920,263920.KQ,KOSDAQ,그외 기타 제품 제조업,"유리용기, 화장용 스펀지, 퍼프",2017-09-28,12월,김준철,http://humnc.com,인천광역시,휴엠앤씨
휴온스,243070,243070.KQ,KOSDAQ GLOBAL,의약품 제조업,"전문의약품, 일반의약품",2016-06-03,12월,Song Soo-young,http://www.huons.com,경기도,휴온스
휴온스글로벌,84110,084110.KQ,KOSDAQ,의약품 제조업,의약품제조업,2006-12-19,12월,"Song Soo-young, Yoon Sung-Tae (Independent representation)",http://www.huonsglobal.com,경기도,휴온스글로벌
휴젤,145020,145020.KQ,KOSDAQ GLOBAL,기초 의약물질 제조업,"보툴리눔톡신, 필러",2015-12-24,12월,"문형진, 박철민 (각자 대표집행임원)",http://www.hugel.co.kr,강원특별자치도,휴젤
흥구석유,24060,024060.KQ,KOSDAQ,기타 전문 도매업,휘발유등,1994-12-07,12월,김상우,http://www.hunggu.kr,대구광역시,흥구석유
흥국,10240,010240.KQ,KOSDAQ,특수 목적용 기계 제조업,굴삭기 Roller 및 형단조품,2009-05-12,12월,류명준,http://www.heungkuk.co.kr,충청남도,흥국
흥국에프엔비,189980,189980.KQ,KOSDAQ,비알코올음료 및 얼음 제조업,"과일음료(에이드베이스, 스무디, 착즙쥬스 등)",2015-08-07,12월,"박철범, 오길영",http://www.hyungkuk.com,서울특별시,흥국에프엔비
흥국화재,540,000540.KS,KOSPI,보험업,손해보험,1974-12-05,12월,송윤상,http://www.insurance.co.kr,서울특별시,흥국화재
흥아해운,3280,003280.KS,KOSPI,해상 운송업,외항화물운송업(케미컬탱커),1976-06-29,12월,이환구,http://www.heung-a.com,서울특별시,흥아해운
희림,37440,037440.KQ,KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",설계 및 감리용역,2000-02-03,12월,"정영균, 권기재 (각자대표)",http://www.heerim.com,서울특별시,희림
힘스,238490,238490.KQ,KOSDAQ,특수 목적용 기계 제조업,"OLED Mask 인장기, OLED Mask 검사기 등",2017-07-20,12월,김주환,http://www.hims.co.kr,인천광역시,힘스
AJ네트웍스,95570,095570.KS,KOSPI,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,곽정호,http://www.ajnet.co.kr,서울특별시,"aj네트웍스, AJ네트웍스"
AK홀딩스,6840,006840.KS,KOSPI,기타 금융업,지주사업,1999-08-11,12월,"고준, 채형석 (각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시,"ak홀딩스, AK홀딩스"
AP시스템,265520,265520.KQ,KOSDAQ,특수 목적용 기계 제조업,디스플레이 제조 장비,2017-04-07,12월,Yoo Ho Sun,http://www.apsystems.co.kr,경기도,"ap시스템, AP시스템"
AP위성,211270,211270.KQ,KOSDAQ,"항공기,우주선 및 부품 제조업",위성통신 단말기,2016-03-04,12월,이성희,http://www.apsi.co.kr,서울특별시,"ap위성, AP위성"
AP헬스케어,109960,109960.KQ,KOSDAQ,기타 전문 도매업,"모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김정출,http://www.aprogen-hng.com,경기도,"ap헬스케어, AP헬스케어"
APS,54620,054620.KQ,KOSDAQ,기타 금융업,인터넷 트래픽 솔루션,2001-12-04,12월,정기로,http://www.apsholdings.co.kr,경기도,"aps, APS"
BF랩스,139050,139050.KQ,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)",2011-07-29,12월,"한상우, 조영중 (공동대표이사)",http://www.citylabs.co.kr,경기도,"bf랩스, BF랩스"
BGF,27410,027410.KS,KOSPI,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시,"bgf, BGF"
BGF리테일,282330,282330.KS,KOSPI,종합 소매업,체인화 편의점,2017-12-08,12월,민승배,http://www.bgfretail.com,서울특별시,"bgf리테일, BGF리테일"
BGF에코머티리얼즈,126600,126600.KQ,KOSDAQ,합성고무 및 플라스틱 물질 제조업,엔지니어링 플라스틱 칩,2010-11-12,12월,홍정혁,http://www.bgfecomaterials.com,경기도,"bgf에코머티리얼즈, BGF에코머티리얼즈"
BNK금융지주,138930,138930.KS,KOSPI,기타 금융업,금융지주회사,2011-03-30,12월,빈대인,http://www.bnkfg.com,부산광역시,"bnk금융지주, BNK금융지주"
BYC,1460,001460.KS,KOSPI,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시,"byc, BYC"
CBI,13720,013720.KQ,KOSDAQ,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,오경원,http://www.cheongbo.co.kr,인천광역시,"cbi, CBI"
CG인바이츠,83790,083790.KQ,KOSDAQ,자연과학 및 공학 연구개발업,아셀렉스,2006-01-06,12월,"오수연, 이호영(공동대표이사)",http://www.cginvites.com,서울특별시,"cg인바이츠, CG인바이츠"
CJ,1040,001040.KS,KOSPI,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시,"cj, CJ"
CJ 바이오사이언스,311690,311690.KQ,KOSDAQ,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스",2019-12-26,12월,천종식,http://www.cjbioscience.com,서울특별시,"cj 바이오사이언스, CJ 바이오사이언스"
CJ CGV,79160,079160.KS,KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,정종민,http://www.cgv.co.kr,서울특별시,"cj cgv, CJ CGV"
CJ ENM,35760,035760.KQ,KOSDAQ GLOBAL,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,윤상현,http://www.cjmall.com,서울특별시,"cj enm, CJ ENM"
CJ대한통운,120,000120.KS,KOSPI,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,"신영수, 민영학 (각자 대표)",http://www.cjlogistics.com,서울특별시,"cj대한통운, CJ대한통운"
CJ씨푸드,11150,011150.KS,KOSPI,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,임항순,http://www.cjseafood.net,경기도,"cj씨푸드, CJ씨푸드"
CJ제일제당,97950,097950.KS,KOSPI,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식,강신호(각자 대표이사)",http://www.cj.co.kr,서울특별시,"cj제일제당, CJ제일제당"
CJ프레시웨이,51500,051500.KQ,KOSDAQ,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,이건일,http://www.cjfreshway.com,경기도,"cj프레시웨이, CJ프레시웨이"
CMG제약,58820,058820.KQ,KOSDAQ,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시,"cmg제약, CMG제약"
CNH,23460,023460.KQ,KOSDAQ,기타 금융업,투자자문,1994-10-07,12월,김양수(단독대표이사),http://www.cnhcap.co.kr,경기도,"cnh, CNH"
CNT85,56730,056730.KQ,KOSDAQ,건물 건설업,산업설비 제조외,2002-01-04,12월,김윤호,http://www.cnt85.com,경기도,"cnt85, CNT85"
CS,65770,065770.KQ,KOSDAQ,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,최규훈,http://www.cs-holdings.co.kr,경기도,"cs, CS"
CS홀딩스,590,000590.KS,KOSPI,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,장원영,http://www.chosunwelding.com,경상북도,"cs홀딩스, CS홀딩스"
CSA 코스믹,83660,083660.KQ,KOSDAQ,기타 화학제품 제조업,화장품 제조 및 판매,2006-07-25,12월,"오영철,조성아 (공동대표)",http://www.csacosmic.com,서울특별시,"csa 코스믹, CSA 코스믹"
DB,12030,012030.KS,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시,"db, DB"
DB금융스팩11호,456440,456440.KQ,KOSDAQ,기타 금융업,기업인수목적,2023-07-12,12월,김동식,,서울특별시,"db금융스팩11호, DB금융스팩11호"
DB금융투자,16610,016610.KS,KOSPI,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,곽봉석,http://db-fi.com,서울특별시,"db금융투자, DB금융투자"
DB손해보험,5830,005830.KS,KOSPI,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,"김정남, 정종표",http://www.idbins.com,서울특별시,"db손해보험, DB손해보험"
DB하이텍,990,000990.KS,KOSPI,반도체 제조업,반도체 제조,1975-12-12,12월,조기석,http://www.dbhitek.co.kr,경기도,"db하이텍, DB하이텍"
DGB금융지주,139130,139130.KS,KOSPI,기타 금융업,지주회사,2011-06-07,12월,황병우,http://www.dgbfg.co.kr,대구광역시,"dgb금융지주, DGB금융지주"
DGI,99520,099520.KQ,KOSDAQ,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,"박상열,박근식 (각자 대표이사)",http://www.itxai.com,서울특별시,"dgi, DGI"
DGP,60900,060900.KQ,KOSDAQ,전기업,풍력 및 태양광 발전업,2002-09-17,12월,오경원,http://www.daehangreenpower.com,전라남도,"dgp, DGP"
DH오토넥스,300,000300.KS,KOSPI,통신 및 방송 장비 제조업,"유,무선 통신장비",1975-06-09,12월,최준용,http://www.dayouplus.co.kr,전북특별자치도,"dh오토넥스, DH오토넥스"
DH오토리드,290120,290120.KQ,KOSDAQ,자동차 신품 부품 제조업,자동차 스티어링휠,2018-12-07,12월,이석근,http://www.dayouap.co.kr,전북특별자치도,"dh오토리드, DH오토리드"
DH오토웨어,25440,025440.KQ,KOSDAQ,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..,1995-05-22,12월,"김진우, 지태수",http://www.dseltec.co.kr,광주광역시,"dh오토웨어, DH오토웨어"
DL,210,000210.KS,KOSPI,기초 화학물질 제조업,지주회사,1976-02-02,12월,김종현,http://www.dlholdings.co.kr,서울특별시,"dl, DL"
DL이앤씨,375500,375500.KS,KOSPI,토목 건설업,토목 건설 사업,2021-01-25,12월,박상신,http://www.dlenc.co.kr,서울특별시,"dl이앤씨, DL이앤씨"
DMS,68790,068790.KQ,KOSDAQ,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,이석화,http://www.dms21.co.kr,경기도,"dms, DMS"
DN오토모티브,7340,007340.KS,KOSPI,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김인환,http://www.dnautomotive.com,경상남도,"dn오토모티브, DN오토모티브"
DRB동일,4840,004840.KS,KOSPI,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://www.drbworld.com,부산광역시,"drb동일, DRB동일"
DS단석,17860,017860.KS,KOSPI,기타 화학제품 제조업,바이오에너지,2023-12-22,12월,한승욱,http://dsdansuk.com,경기도,"ds단석, DS단석"
DSC인베스트먼트,241520,241520.KQ,KOSDAQ,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,12월,윤건수,http://www.dscinvestment.com,서울특별시,"dsc인베스트먼트, DSC인베스트먼트"
DSR,155660,155660.KS,KOSPI,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시,"dsr, DSR"
DSR제강,69730,069730.KS,KOSPI,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,"홍하종, 홍석빈 (각자 대표이사)",http://www.dsrcorp.com,전라남도,"dsr제강, DSR제강"
DXVX,180400,180400.KQ,KOSDAQ,기타 과학기술 서비스업,BAC DNA CHIP,2015-11-20,12월,"이용구, 권규찬 (각자 대표이사)",http://www.dxvx.com,서울특별시,"dxvx, DXVX"
E1,17940,017940.KS,KOSPI,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 천정식 (각자 대표이사)",http://www.e1.co.kr,서울특별시,"e1, E1"
EDGC,245620,245620.KQ,KOSDAQ,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,대표이사 이민섭,http://www.edgc.com,인천광역시,"edgc, EDGC"
EG,37370,037370.KQ,KOSDAQ,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역",2000-01-11,12월,박지만,http://www.egcorp.co.kr,전라남도,"eg, EG"
EMB,278990,278990.KQ,KONEX,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,홍지태,http://www.fineemtech.co.kr,경기도,"emb, EMB"
ES큐브,50120,050120.KQ,KOSDAQ,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,우인선,http://www.escube.co.kr,서울특별시,"es큐브, ES큐브"
ESR켄달스퀘어리츠,365550,365550.KS,KOSPI,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,조주현,http://www.esrks-reit.com,서울특별시,"esr켄달스퀘어리츠, ESR켄달스퀘어리츠"
F&F,383220,383220.KS,KOSPI,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,12월,김창수,http://www.fnf.co.kr,서울특별시,"f&f, F&F"
F&F 홀딩스,7700,007700.KS,KOSPI,기타 금융업,지주회사,1984-10-04,12월,박의헌,http://www.fnfholdings.com,서울특별시,"f&f 홀딩스, F&F 홀딩스"
FSN,214270,214270.KQ,KOSDAQ,소프트웨어 개발 및 공급업,카울리,2015-03-25,12월,"서정교, 박태순(공동대표이사)",http://fsn.co.kr,서울특별시,"fsn, FSN"
GH신소재,130500,130500.KQ,KOSDAQ,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",2013-08-02,12월,우희구,http://www.ghglobal.co.kr,경상북도,"gh신소재, GH신소재"
GKL,114090,114090.KS,KOSPI,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,윤두현,http://www.grandkorea.com,서울특별시,"gkl, GKL"
GRT,900290,900290.KQ,KOSDAQ,기타 금융업,"광학필름, 포장필름",2016-10-25,06월,주영남,http://www.grt-tongli.co.kr,홍콩,"grt, GRT"
GS,78930,078930.KS,KOSPI,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",http://www.gs.co.kr,서울특별시,"gs, GS"
